Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,KL,% Thay đổi
12/4/2022,"72,942.20","73,417.10","73,892.00","72,657.30",1.78M,-0.65%
8/4/2022,"73,417.10","74,556.80","75,126.70","73,417.10",2.74M,-1.53%
7/4/2022,"74,556.80","75,886.50","75,981.50","74,556.80",1.76M,-1.01%
6/4/2022,"75,316.70","75,981.50","77,121.20","75,126.70",4.31M,-1.37%
5/4/2022,"76,361.40","77,691.10","77,691.10","76,361.40",2.20M,-2.19%
4/4/2022,"78,071.00","77,881.00","78,355.90","77,406.20",3.81M,0.61%
1/4/2022,"77,596.10","76,931.30","78,545.90","76,266.40",6.11M,0.99%
31/03/2022,"76,836.30","72,372.40","76,931.30","72,182.40",9.65M,6.17%
30/03/2022,"72,372.40","71,707.50","72,752.30","71,327.60",3.41M,0.93%
29/03/2022,"71,707.50","69,808.00","71,707.50","69,808.00",2.14M,2.86%
28/03/2022,"69,713.00","71,517.60","71,802.50","69,713.00",4.04M,-2.39%
25/03/2022,"71,422.60","71,802.50","71,992.50","71,327.60",2.70M,-0.53%
24/03/2022,"71,802.50","72,182.40","72,277.40","71,422.60",3.39M,-0.66%
23/03/2022,"72,277.40","72,942.20","73,132.20","72,087.40",3.23M,-1.04%
22/03/2022,"73,037.20","73,987.00","73,987.00","72,942.20",2.39M,-0.90%
21/03/2022,"73,702.10","72,182.40","73,987.00","72,182.40",1.88M,2.11%
18/03/2022,"72,182.40","72,752.30","73,132.20","72,182.40",4.23M,-0.52%
17/03/2022,"72,562.30","73,702.10","73,892.00","72,562.30",1.35M,-1.16%
16/03/2022,"73,417.10","73,322.10","74,082.00","73,132.20",1.85M,0.13%
15/03/2022,"73,322.10","73,132.20","73,607.10","72,467.40",1.48M,0.00%
14/03/2022,"73,322.10","74,082.00","74,082.00","73,037.20",1.65M,-1.03%
11/3/2022,"74,082.00","73,322.10","74,556.80","73,227.20",2.32M,1.17%
10/3/2022,"73,227.20","72,182.40","73,987.00","72,182.40",2.97M,2.66%
9/3/2022,"71,327.60","72,182.40","72,942.20","71,232.70",3.00M,-1.31%
8/3/2022,"72,277.40","72,467.40","72,657.30","72,182.40",2.38M,-0.91%
7/3/2022,"72,942.20","73,987.00","73,987.00","72,847.30",3.53M,-1.41%
4/3/2022,"73,987.00","74,461.90","74,461.90","73,892.00",2.51M,-0.64%
3/3/2022,"74,461.90","74,746.80","75,031.70","74,271.90",1.49M,-0.13%
2/3/2022,"74,556.80","75,221.70","75,221.70","74,082.00",2.04M,-0.88%
1/3/2022,"75,221.70","74,461.90","75,411.60","74,271.90",1.27M,1.02%
28/02/2022,"74,461.90","74,936.80","75,031.70","73,892.00",2.26M,-0.63%
25/02/2022,"74,936.80","75,031.70","75,506.60","74,936.80",1.35M,0.38%
24/02/2022,"74,651.80","75,981.50","75,981.50","74,556.80",2.72M,-1.75%
23/02/2022,"75,981.50","75,981.50","76,456.40","75,791.50",2.20M,0.00%
22/02/2022,"75,981.50","76,836.30","76,931.30","75,696.60",3.20M,-1.23%
21/02/2022,"76,931.30","76,836.30","77,501.10","76,836.30",1.28M,0.50%
18/02/2022,"76,551.40","76,076.50","76,741.30","76,076.50",1.81M,-0.25%
17/02/2022,"76,741.30","76,456.40","77,121.20","76,361.40",1.79M,0.50%
16/02/2022,"76,361.40","77,121.20","77,216.20","76,266.40",2.83M,-0.99%
15/02/2022,"77,121.20","77,026.20","77,406.20","76,931.30",1.47M,0.12%
14/02/2022,"77,026.20","77,406.20","77,881.00","76,931.30",2.97M,-1.10%
11/2/2022,"77,881.00","78,355.90","78,450.90","77,786.10",1.62M,-0.85%
10/2/2022,"78,545.90","78,640.90","79,115.70","78,166.00",1.61M,-0.12%
9/2/2022,"78,640.90","77,881.00","79,495.60","77,881.00",1.80M,0.98%
8/2/2022,"77,881.00","79,210.70","79,305.70","77,881.00",2.71M,-1.80%
7/2/2022,"79,305.70","79,020.80","79,780.60","78,735.80",1.32M,0.48%
28/01/2022,"78,925.80","78,830.80","79,970.50","78,640.90",2.26M,0.00%
27/01/2022,"78,925.80","76,076.50","79,210.70","76,076.50",2.04M,4.27%
26/01/2022,"75,696.60","75,316.70","76,456.40","75,316.70",1.45M,0.63%
25/01/2022,"75,221.70","76,456.40","76,931.30","75,126.70",3.76M,-2.22%
24/01/2022,"76,931.30","78,450.90","78,545.90","76,931.30",2.22M,-1.94%
21/01/2022,"78,450.90","78,830.80","79,115.70","78,355.90",1.58M,-0.48%
20/01/2022,"78,830.80","78,830.80","79,115.70","78,735.80",1.49M,-0.48%
19/01/2022,"79,210.70","78,735.80","79,305.70","78,545.90",1.76M,0.00%
18/01/2022,"79,210.70","78,735.80","79,305.70","78,450.90",2.10M,0.60%
17/01/2022,"78,735.80","80,730.30","80,730.30","78,735.80",2.10M,-2.13%
14/01/2022,"80,445.40","78,925.80","80,825.30","78,545.90",2.52M,1.93%
13/01/2022,"78,925.80","79,210.70","79,495.60","78,735.80",1.71M,0.00%
12/1/2022,"78,925.80","79,590.60","79,590.60","78,545.90",2.18M,-0.72%
11/1/2022,"79,495.60","79,400.70","79,780.60","79,305.70",1.83M,0.00%
10/1/2022,"79,495.60","80,540.40","80,730.30","79,305.70",2.15M,-0.12%
7/1/2022,"79,590.60","79,684.00","79,964.30","79,403.80",2.55M,-0.23%
6/1/2022,"79,777.40","80,431.40","80,431.40","79,684.00",2.85M,-0.93%
5/1/2022,"80,524.80","81,085.30","81,272.10","80,337.90",3.12M,-0.58%
4/1/2022,"80,991.90","81,458.90","81,645.80","80,991.90",1.89M,0.35%
31/12/2021,"80,711.60","79,870.90","81,739.20","79,684.00",2.33M,1.29%
30/12/2021,"79,684.00","79,684.00","79,964.30","79,497.20",893.10K,0.12%
29/12/2021,"79,590.60","79,870.90","79,964.30","79,497.20",945.40K,-0.35%
28/12/2021,"79,870.90","80,524.80","80,524.80","79,590.60",1.54M,-0.70%
27/12/2021,"80,431.40","80,337.90","80,711.60","80,057.70",1.14M,0.12%
24/12/2021,"80,337.90","79,123.50","80,337.90","79,123.50",1.15M,1.53%
23/12/2021,"79,123.50","79,777.40","79,777.40","78,936.70",2.15M,-0.82%
22/12/2021,"79,777.40","80,057.70","80,524.80","79,684.00",1.84M,-0.12%
21/12/2021,"79,870.90","80,151.10","80,337.90","79,870.90",1.19M,-0.23%
20/12/2021,"80,057.70","80,337.90","80,618.20","79,964.30",1.81M,0.00%
17/12/2021,"80,057.70","80,898.40","80,991.90","80,057.70",2.66M,-1.04%
16/12/2021,"80,898.40","80,618.20","80,898.40","80,337.90",1.61M,0.35%
15/12/2021,"80,618.20","80,711.60","80,991.90","80,618.20",1.21M,0.00%
14/12/2021,"80,618.20","80,711.60","81,178.70","80,524.80",1.67M,-0.12%
13/12/2021,"80,711.60","80,618.20","81,085.30","80,337.90",1.50M,0.12%
10/12/2021,"80,618.20","80,805.00","81,272.10","80,151.10",1.49M,-0.80%
9/12/2021,"81,272.10","80,244.50","81,365.50","80,057.70",1.45M,1.16%
8/12/2021,"80,337.90","80,618.20","80,805.00","80,057.70",1.29M,-0.58%
7/12/2021,"80,805.00","80,151.10","80,805.00","79,777.40",1.53M,1.41%
6/12/2021,"79,684.00","80,337.90","80,898.40","79,684.00",3.17M,-0.58%
3/12/2021,"80,151.10","81,832.60","82,206.30","80,151.10",2.90M,-1.83%
2/12/2021,"81,645.80","81,739.20","82,206.30","81,645.80",1.25M,-0.11%
1/12/2021,"81,739.20","82,206.30","82,766.80","81,645.80",1.89M,-0.11%
30/11/2021,"81,832.60","81,832.60","82,953.60","81,832.60",3.18M,0.11%
29/11/2021,"81,739.20","82,019.40","82,112.90","81,458.90",2.84M,-0.91%
26/11/2021,"82,486.50","81,832.60","82,953.60","81,739.20",3.02M,0.91%
25/11/2021,"81,739.20","81,739.20","82,393.10","81,458.90",2.18M,0.00%
24/11/2021,"81,739.20","80,805.00","81,739.20","80,805.00",2.12M,1.39%
23/11/2021,"80,618.20","80,805.00","80,991.90","80,337.90",2.20M,0.12%
22/11/2021,"80,524.80","80,337.90","80,805.00","80,244.50",3.50M,0.12%
19/11/2021,"80,431.40","82,206.30","82,579.90","80,337.90",5.15M,-2.16%
18/11/2021,"82,206.30","82,953.60","82,953.60","82,206.30",3.90M,-0.90%
17/11/2021,"82,953.60","82,766.80","83,700.90","82,766.80",2.51M,0.23%
16/11/2021,"82,766.80","83,140.40","83,420.70","82,673.30",3.25M,-0.45%
15/11/2021,"83,140.40","83,607.50","83,700.90","83,140.40",3.27M,-0.34%
12/11/2021,"83,420.70","84,074.60","84,168.00","83,233.80",2.12M,-0.33%
11/11/2021,"83,700.90","83,887.80","84,448.30","83,420.70",3.38M,-0.11%
10/11/2021,"83,794.30","84,074.60","84,168.00","83,420.70",2.67M,-0.11%
9/11/2021,"83,887.80","85,008.80","85,102.20","83,794.30",3.70M,-1.10%
8/11/2021,"84,821.90","83,794.30","85,102.20","83,700.90",6.17M,1.79%
5/11/2021,"83,327.30","82,766.80","83,514.10","82,673.30",2.65M,0.91%
4/11/2021,"82,579.90","82,579.90","82,860.20","82,299.70",2.51M,0.23%
3/11/2021,"82,393.10","83,233.80","83,607.50","82,393.10",5.55M,-1.12%
2/11/2021,"83,327.30","84,074.60","84,074.60","83,140.40",4.89M,-0.89%
1/11/2021,"84,074.60","84,821.90","85,289.00","83,887.80",5.08M,-0.77%
29/10/2021,"84,728.50","84,635.10","85,008.80","84,354.80",3.75M,0.11%
28/10/2021,"84,635.10","84,541.70","85,475.80","84,541.70",4.09M,0.22%
27/10/2021,"84,448.30","84,074.60","84,635.10","83,794.30",3.55M,0.89%
26/10/2021,"83,700.90","84,074.60","84,261.40","83,514.10",1.64M,-0.55%
25/10/2021,"84,168.00","84,541.70","84,635.10","83,981.20",2.77M,-0.44%
22/10/2021,"84,541.70","83,607.50","84,541.70","83,327.30",4.49M,1.57%
21/10/2021,"83,233.80","84,074.60","84,168.00","83,233.80",2.94M,-1.00%
20/10/2021,"84,074.60","84,448.30","84,635.10","83,140.40",3.48M,-0.33%
19/10/2021,"84,354.80","83,887.80","84,541.70","83,887.80",5.98M,0.56%
18/10/2021,"83,887.80","84,074.60","84,168.00","83,327.30",2.31M,-0.22%
15/10/2021,"84,074.60","84,074.60","84,728.50","83,700.90",3.21M,0.00%
14/10/2021,"84,074.60","84,261.40","84,541.70","83,700.90",2.01M,-0.11%
13/10/2021,"84,168.00","85,008.80","85,289.00","84,074.60",3.79M,-0.33%
12/10/2021,"84,448.30","84,448.30","85,289.00","84,168.00",3.62M,0.44%
11/10/2021,"84,074.60","84,074.60","84,448.30","83,607.50",2.47M,0.45%
8/10/2021,"83,700.90","83,047.00","84,074.60","82,860.20",2.62M,0.90%
7/10/2021,"82,953.60","83,420.70","83,514.10","82,953.60",2.98M,-0.56%
6/10/2021,"83,420.70","83,700.90","84,168.00","83,327.30",2.50M,-0.33%
5/10/2021,"83,700.90","84,354.80","84,354.80","83,700.90",2.27M,-0.67%
4/10/2021,"84,261.40","84,541.70","85,102.20","84,168.00",3.06M,0.45%
1/10/2021,"83,887.80","83,420.70","84,448.30","83,233.80",3.81M,0.22%
30/09/2021,"83,700.90","83,981.20","84,728.50","83,700.90",2.80M,0.00%
29/09/2021,"83,700.90","83,420.70","84,168.00","82,860.20",2.76M,0.34%
28/09/2021,"83,420.70","82,953.60","83,981.20","82,206.30",3.76M,0.56%
27/09/2021,"82,953.60","84,635.10","85,382.40","82,953.60",5.05M,-2.09%
24/09/2021,"84,728.50","85,008.80","85,382.40","84,541.70",2.99M,-0.11%
23/09/2021,"84,821.90","85,475.80","86,316.60","84,448.30",3.94M,-0.77%
22/09/2021,"85,475.80","82,673.30","85,662.70","82,673.30",10.05M,3.04%
21/09/2021,"82,953.60","82,206.30","83,047.00","81,926.00",3.10M,0.11%
20/09/2021,"82,860.20","81,832.60","83,233.80","81,552.40",5.45M,2.54%
17/09/2021,"80,805.00","80,711.60","82,579.90","80,618.20",5.29M,0.12%
16/09/2021,"80,711.60","80,805.00","80,805.00","80,244.50",1.83M,0.35%
15/09/2021,"80,431.40","81,085.30","81,085.30","80,431.40",2.43M,-1.03%
14/09/2021,"81,272.10","81,458.90","81,552.40","80,898.40",2.48M,-0.23%
13/09/2021,"81,458.90","80,805.00","81,645.80","80,618.20",2.96M,0.81%
10/9/2021,"80,805.00","79,590.60","81,272.10","79,403.80",3.96M,1.53%
9/9/2021,"79,590.60","79,777.40","79,870.90","79,403.80",2.45M,-0.23%
8/9/2021,"79,777.40","80,618.20","80,618.20","79,684.00",3.68M,-1.04%
7/9/2021,"80,618.20","82,019.40","82,019.40","80,618.20",2.62M,-0.58%
6/9/2021,"81,085.20","81,085.20","81,544.40","80,993.40",3.21M,0.23%
1/9/2021,"80,901.60","80,258.80","81,544.40","80,075.10",3.43M,0.80%
31/08/2021,"80,258.80","80,350.60","80,442.40","79,983.30",2.96M,0.00%
30/08/2021,"80,258.80","79,983.30","80,442.40","79,891.50",4.31M,0.46%
27/08/2021,"79,891.50","80,258.80","80,350.60","79,616.00",2.35M,0.00%
26/08/2021,"79,891.50","79,799.60","80,534.30","79,616.00",1.90M,0.12%
25/08/2021,"79,799.60","79,340.50","79,983.30","78,973.20",1.68M,0.70%
24/08/2021,"79,248.70","79,065.00","79,891.50","78,697.70",2.38M,0.35%
23/08/2021,"78,973.20","80,534.30","80,626.10","78,973.20",4.36M,-2.05%
20/08/2021,"80,626.10","82,921.80","82,921.80","79,891.50",4.33M,-2.77%
19/08/2021,"82,921.80","83,105.50","83,105.50","82,462.70",3.06M,0.33%
18/08/2021,"82,646.30","82,187.20","83,472.80","82,095.40",4.71M,0.78%
17/08/2021,"82,003.50","82,279.00","82,738.20","81,819.90",2.20M,-0.22%
16/08/2021,"82,187.20","82,554.50","83,197.30","81,728.00",3.27M,-0.44%
13/08/2021,"82,554.50","83,013.70","83,105.50","81,911.70",4.11M,-0.66%
12/8/2021,"83,105.50","83,381.00","84,023.80","82,921.80",4.29M,-0.44%
11/8/2021,"83,472.80","82,554.50","83,931.90","82,462.70",5.33M,1.68%
10/8/2021,"82,095.40","80,809.70","82,646.30","80,809.70",5.97M,1.94%
9/8/2021,"80,534.30","80,075.10","80,717.90","79,891.50",2.73M,0.57%
6/8/2021,"80,075.10","79,799.60","81,177.10","79,524.10",3.96M,0.69%
5/8/2021,"79,524.10","79,799.60","79,983.30","79,524.10",2.83M,-0.57%
4/8/2021,"79,983.30","80,350.60","80,350.60","79,891.50",2.87M,0.00%
3/8/2021,"79,983.30","79,524.10","80,350.60","79,524.10",2.71M,0.69%
2/8/2021,"79,432.30","79,156.80","79,799.60","78,973.20",2.57M,0.46%
30/07/2021,"79,065.00","79,707.80","80,075.10","78,881.30",4.41M,-0.81%
29/07/2021,"79,707.80","79,891.50","80,534.30","78,973.20",2.65M,-0.12%
28/07/2021,"79,799.60","79,983.30","80,258.80","79,524.10",1.67M,-0.69%
27/07/2021,"80,350.60","81,636.20","82,187.20","80,350.60",2.39M,-1.57%
26/07/2021,"81,636.20","80,809.70","81,911.70","80,717.90",2.79M,1.48%
23/07/2021,"80,442.40","79,707.80","82,462.70","79,065.00",4.13M,0.92%
22/07/2021,"79,707.80","78,514.00","79,983.30","78,330.40",2.15M,1.76%
21/07/2021,"78,330.40","78,422.20","78,881.30","78,238.50",1.70M,-0.70%
20/07/2021,"78,881.30","78,054.90","78,973.20","77,412.10",3.21M,1.06%
19/07/2021,"78,054.90","77,503.90","78,054.90","77,136.60",4.11M,-1.05%
16/07/2021,"78,881.30","78,514.00","79,156.80","78,330.40",1.45M,0.82%
15/07/2021,"78,238.50","78,054.90","79,248.70","77,595.70",3.28M,0.24%
14/07/2021,"78,054.90","78,054.90","78,697.70","77,412.10",4.18M,0.83%
13/07/2021,"77,412.10","79,065.00","79,432.30","77,320.20",2.88M,-2.32%
12/7/2021,"79,248.70","80,350.60","80,809.70","77,412.10",4.83M,-0.80%
9/7/2021,"79,891.50","81,085.20","81,177.10","79,799.60",3.06M,-1.58%
8/7/2021,"81,177.10","80,993.40","82,095.40","80,809.70",1.91M,-1.56%
7/7/2021,"82,462.70","79,891.50","82,462.70","79,524.10",4.74M,3.22%
6/7/2021,"79,891.50","82,095.40","82,462.70","79,891.50",4.71M,-2.47%
5/7/2021,"81,911.70","82,738.20","83,013.70","81,360.70",2.93M,-1.00%
2/7/2021,"82,738.20","83,564.60","83,564.60","82,738.20",2.75M,-0.88%
1/7/2021,"83,472.80","83,197.30","83,840.10","83,013.70",3.81M,0.55%
30/06/2021,"83,013.70","83,564.60","83,656.50","82,830.00",2.12M,-0.66%
29/06/2021,"83,564.60","82,462.70","84,207.40","81,728.00",4.37M,2.02%
28/06/2021,"81,911.70","82,646.30","82,830.00","81,728.00",1.85M,-0.56%
25/06/2021,"82,370.80","81,452.60","82,554.50","81,452.60",2.08M,1.13%
24/06/2021,"81,452.60","82,554.50","82,830.00","81,085.20",4.23M,-1.44%
23/06/2021,"82,646.30","83,197.30","83,381.00","82,370.80",3.36M,-0.66%
22/06/2021,"83,197.30","83,564.60","84,023.80","83,197.30",2.24M,0.00%
21/06/2021,"83,197.30","84,482.90","84,574.70","83,197.30",4.19M,-1.63%
18/06/2021,"84,574.70","83,931.90","85,125.70","83,931.90",2.97M,1.21%
17/06/2021,"83,564.60","83,564.60","84,666.60","83,381.00",2.39M,-0.87%
16/06/2021,"84,299.30","85,125.70","85,401.20","83,840.10",3.04M,-1.18%
15/06/2021,"85,309.40","85,033.90","85,584.90","84,574.70",4.53M,0.43%
14/06/2021,"84,942.10","84,942.10","85,860.40","84,023.80",4.88M,0.54%
11/6/2021,"84,482.90","84,666.60","84,942.10","83,748.30",2.94M,-0.22%
10/6/2021,"84,666.60","82,095.40","85,952.20","81,360.70",5.62M,3.48%
9/6/2021,"81,819.90","82,462.70","82,738.20","81,544.40",3.01M,-0.67%
8/6/2021,"82,370.80","82,187.20","83,840.10","82,095.40",5.48M,0.34%
7/6/2021,"82,095.40","82,187.20","82,279.00","80,809.70",3.74M,-0.11%
4/6/2021,"82,187.20","82,921.80","83,564.60","81,819.90",4.56M,-0.78%
3/6/2021,"82,830.00","82,646.30","83,381.00","82,462.70",3.63M,0.89%
2/6/2021,"82,095.40","82,279.00","82,279.00","81,728.00",3.67M,-0.56%
1/6/2021,"82,554.50","83,105.50","83,289.10","82,554.50",2.34M,-0.66%
31/05/2021,"83,105.50","84,299.30","84,482.90","82,830.00",3.10M,-0.66%
28/05/2021,"83,656.50","83,564.60","84,207.40","83,013.70",3.12M,0.66%
27/05/2021,"83,105.50","83,931.90","84,115.60","82,646.30",2.92M,-0.55%
26/05/2021,"83,564.60","82,646.30","84,391.10","82,003.50",3.77M,0.55%
25/05/2021,"83,105.50","83,748.30","83,748.30","82,646.30",2.79M,-0.77%
24/05/2021,"83,748.30","82,646.30","84,391.10","82,187.20",4.35M,2.24%
21/05/2021,"81,911.70","80,717.90","83,381.00","79,983.30",3.94M,1.36%
20/05/2021,"80,809.70","80,717.90","80,901.60","79,891.50",2.80M,0.57%
19/05/2021,"80,350.60","80,626.10","81,728.00","79,983.30",3.53M,0.57%
18/05/2021,"79,891.50","80,350.60","80,809.70","79,707.80",2.97M,-0.23%
17/05/2021,"80,075.10","82,187.20","82,646.30","80,075.10",5.00M,-2.57%
14/05/2021,"82,187.20","83,656.50","83,748.30","82,187.20",4.39M,-1.10%
13/05/2021,"83,105.50","83,564.60","84,207.40","83,105.50",3.12M,-1.42%
12/5/2021,"84,299.30","82,738.20","84,666.60","82,646.30",3.20M,0.66%
11/5/2021,"83,748.30","85,860.40","86,778.60","83,748.30",4.20M,-1.94%
10/5/2021,"85,401.20","79,891.50","85,401.20","79,065.00",8.18M,6.90%
7/5/2021,"79,891.50","81,728.00","81,911.70","79,707.80",6.74M,-2.90%
6/5/2021,"82,279.00","84,482.90","84,482.90","82,279.00",7.45M,-2.61%
5/5/2021,"84,482.90","84,115.60","85,401.20","84,115.60",3.79M,0.44%
4/5/2021,"84,115.60","85,401.20","85,401.20","84,023.80",4.11M,-2.03%
29/04/2021,"85,860.40","86,044.00","86,503.20","84,023.80",6.50M,-0.21%
28/04/2021,"86,044.00","87,880.60","87,972.40","85,860.40",5.03M,-2.09%
27/04/2021,"87,880.60","88,156.10","88,615.20","87,237.80",3.15M,-0.31%
26/04/2021,"88,156.10","89,074.40","90,911.00","88,156.10",5.05M,-3.52%
23/04/2021,"91,370.10","89,992.70","91,737.40","88,890.70",3.56M,1.53%
22/04/2021,"89,992.70","91,186.50","91,370.10","89,074.40",3.17M,-1.31%
20/04/2021,"91,186.50","89,074.40","92,747.60","88,982.60",6.99M,3.33%
19/04/2021,"88,247.90","88,982.60","89,533.50","87,329.60",5.72M,-0.83%
16/04/2021,"88,982.60","90,543.60","90,635.50","88,523.40",4.88M,-2.22%
15/04/2021,"91,002.80","91,461.90","92,288.40","90,819.10",3.55M,-0.20%
14/04/2021,"91,186.50","91,829.30","91,829.30","90,819.10",3.50M,-2.44%
13/04/2021,"93,471.20","94,218.90","95,060.20","93,190.80",3.80M,0.00%
12/4/2021,"93,471.20","93,471.20","93,751.60","93,003.80",3.63M,0.20%
9/4/2021,"93,284.20","93,377.70","93,471.20","92,723.40",2.72M,-0.10%
8/4/2021,"93,377.70","93,845.10","93,938.50","92,910.30",3.60M,-0.20%
7/4/2021,"93,564.60","94,405.90","94,405.90","93,471.20",3.50M,-1.38%
6/4/2021,"94,873.20","95,901.40","95,994.90","94,218.90",3.45M,-1.07%
5/4/2021,"95,901.40","97,677.40","97,677.40","95,527.50",2.82M,-0.10%
2/4/2021,"95,994.90","95,808.00","97,210.00","95,434.10",3.84M,1.68%
1/4/2021,"94,405.90","92,069.10","94,405.90","91,601.80",5.59M,2.64%
31/03/2021,"91,975.60","92,629.90","92,629.90","91,601.80",2.82M,-0.81%
30/03/2021,"92,723.40","93,097.30","93,564.60","92,162.60",2.59M,0.20%
29/03/2021,"92,536.50","91,695.20","93,377.70","91,414.80",2.79M,1.64%
26/03/2021,"91,040.90","91,601.80","92,069.10","90,293.20",3.65M,-1.12%
25/03/2021,"92,069.10","92,536.50","93,190.80","91,882.20",3.15M,-0.20%
24/03/2021,"92,256.00","93,097.30","93,471.20","92,069.10",3.19M,-1.50%
23/03/2021,"93,658.10","94,032.00","94,125.50","93,190.80",4.55M,-0.60%
22/03/2021,"94,218.90","95,060.20","95,153.70","94,032.00",3.42M,-0.89%
19/03/2021,"95,060.20","95,527.50","95,527.50","94,779.80",2.34M,-0.78%
18/03/2021,"95,808.00","94,405.90","95,808.00","94,405.90",2.55M,1.99%
17/03/2021,"93,938.50","94,405.90","94,405.90","93,564.60",3.57M,-0.50%
16/03/2021,"94,405.90","95,527.50","95,621.00","93,564.60",4.12M,-1.17%
15/03/2021,"95,527.50","96,088.40","96,275.30","95,434.10",2.38M,0.00%
12/3/2021,"95,527.50","96,275.30","96,555.70","95,060.20",2.70M,-0.58%
11/3/2021,"96,088.40","95,808.00","97,023.10","95,434.10",2.42M,1.68%
10/3/2021,"94,499.40","93,938.50","95,808.00","93,284.20",3.39M,0.60%
9/3/2021,"93,938.50","94,499.40","94,873.20","93,658.10",4.14M,-1.66%
8/3/2021,"95,527.50","96,649.20","96,836.10","95,060.20",3.21M,-0.78%
5/3/2021,"96,275.30","96,368.80","96,368.80","95,060.20",4.19M,-0.39%
4/3/2021,"96,649.20","98,331.70","98,612.10","96,275.30",2.76M,-1.05%
3/3/2021,"97,677.40","97,957.80","98,051.30","97,210.00",2.55M,-0.38%
2/3/2021,"98,051.30","99,266.40","99,546.80","97,210.00",3.05M,-0.66%
1/3/2021,"98,705.60","98,612.10","98,986.00","98,144.70",2.18M,0.76%
26/02/2021,"97,957.80","96,836.10","98,051.30","96,649.20",3.36M,0.19%
25/02/2021,"97,770.80","98,986.00","99,359.90","97,397.00",4.28M,-1.13%
24/02/2021,"98,892.50","100,014.20","100,855.40","98,612.10",2.80M,-1.12%
23/02/2021,"100,014.20","100,481.50","100,948.90","99,266.40",3.05M,-0.47%
22/02/2021,"100,481.50","100,388.00","100,761.90","100,294.60",3.01M,-0.46%
19/02/2021,"100,948.90","100,761.90","101,229.30","100,107.60",2.70M,-0.92%
18/02/2021,"101,883.60","101,603.20","101,883.60","100,481.50",2.85M,0.28%
17/02/2021,"101,603.20","100,948.90","101,790.10","100,294.60",2.87M,0.65%
9/2/2021,"100,948.90","98,425.10","101,790.10","98,051.30",1.93M,2.56%
8/2/2021,"98,425.10","102,444.40","102,444.40","97,023.10",4.33M,-3.92%
5/2/2021,"102,444.40","101,509.70","102,818.30","101,509.70",2.23M,0.74%
4/2/2021,"101,696.60","102,537.90","102,537.90","100,014.20",1.90M,-0.82%
3/2/2021,"102,537.90","99,453.30","102,537.90","99,453.30",3.06M,3.10%
2/2/2021,"99,453.30","95,621.00","100,014.20","95,621.00",3.35M,3.60%
1/2/2021,"95,994.90","96,275.30","98,331.70","95,340.60",2.93M,-0.10%
29/01/2021,"96,088.40","89,732.30","96,088.40","89,732.30",4.14M,6.97%
28/01/2021,"89,825.80","93,471.20","95,247.10","89,825.80",4.57M,-6.97%
27/01/2021,"96,555.70","99,079.40","99,827.20","95,808.00",3.15M,-3.19%
26/01/2021,"99,733.70","101,042.30","101,416.20","98,144.70",2.60M,-1.39%
25/01/2021,"101,135.80","101,790.10","102,537.90","100,948.90",2.55M,-0.46%
22/01/2021,"101,603.20","103,005.20","103,566.10","101,603.20",2.43M,-1.45%
21/01/2021,"103,098.70","102,724.80","103,472.60","101,696.60",2.53M,1.19%
20/01/2021,"101,883.60","101,696.60","102,350.90","99,079.40",3.36M,1.21%
19/01/2021,"100,668.50","105,902.80","105,902.80","100,014.20",3.67M,-4.94%
18/01/2021,"105,902.80","106,744.10","107,585.30","105,902.80",2.62M,-0.53%
15/01/2021,"106,463.70","106,089.80","107,772.30","105,715.90",2.13M,0.71%
14/01/2021,"105,715.90","106,931.00","106,931.00","105,248.50",3.68M,-1.22%
13/01/2021,"107,024.50","108,707.00","109,548.20","106,744.10",2.52M,-1.55%
12/1/2021,"108,707.00","108,893.90","109,080.90","107,865.70",2.34M,0.35%
11/1/2021,"108,333.10","105,155.10","108,426.60","105,155.10",4.60M,3.48%
8/1/2021,"104,687.70","104,220.40","105,529.00","103,659.50",3.32M,1.45%
